R0:,B96,B62,B89,B52,B60,B64,B86,B25,B63,B53,B99,B57,B66,B11,B78,B51,B31,B44,B81,B68,B35,B69,B61,B12,B59,B41,B32,B3,B90,B95,B18,B75,B83,B37,B29,B58,B10,B93,B73,B39,B1,B97,B87,B55,B38,B19,B92,B5,B80,B21,B33,B74,B56,B23,B30,B91,B67,B71,B43,B6,B20,B72,B17,B28,B98,B16,B22,B7,B15,B36,B46,B0,B4,B45,B49,B24,B2,B27,B42,B50,B54,B9,B77,B88,B79,B26,B40,B47,B8,B76,B14,B84,B94,B34,B70,B48,B13,B85,B65,B82,
R1:,B89,B92,B82,B80,B81,B56,B35,B86,B51,B34,B87,B62,B19,B42,B38,B44,B27,B46,B2,B95,B18,B74,B72,B12,B55,B48,B65,B57,B77,B83,B22,B5,B99,B28,B69,B17,B79,B8,B76,B71,B84,B96,B75,B15,B33,B94,B97,B63,B67,B1,B9,B0,B47,B50,B43,B88,B68,B70,B91,B29,B3,B52,B24,B37,B49,B98,B32,B4,B54,B26,B41,B61,B36,B23,B78,B40,B20,B58,B53,B90,B64,B93,B11,B45,B7,B14,B59,B10,B60,B85,B16,B13,B66,B39,B25,B73,B31,B21,B30,B6,
R2:,B83,B17,B55,B1,B92,B59,B71,B56,B89,B33,B14,B97,B49,B42,B62,B40,B58,B22,B91,B12,B66,B32,B37,B74,B79,B93,B68,B53,B0,B35,B16,B31,B54,B43,B38,B57,B46,B77,B72,B90,B21,B76,B4,B44,B96,B30,B61,B75,B26,B73,B23,B8,B5,B18,B39,B85,B50,B60,B51,B70,B81,B13,B3,B67,B78,B36,B41,B29,B27,B20,B25,B82,B69,B65,B98,B86,B94,B45,B87,B15,B11,B7,B52,B19,B24,B28,B64,B48,B84,B2,B88,B6,B34,B10,B63,B9,B47,B80,B95,B99,
R3:,B38,B41,B95,B0,B53,B48,B67,B3,B85,B43,B59,B33,B97,B7,B72,B18,B27,B6,B74,B60,B71,B26,B1,B32,B98,B55,B29,B14,B81,B94,B28,B15,B16,B89,B62,B54,B24,B75,B47,B88,B23,B49,B5,B19,B8,B91,B30,B87,B42,B52,B92,B63,B96,B25,B66,B35,B68,B64,B40,B90,B78,B2,B36,B22,B50,B20,B99,B70,B51,B44,B76,B56,B46,B37,B73,B31,B13,B86,B21,B84,B77,B34,B79,B93,B69,B4,B83,B17,B65,B39,B58,B82,B9,B80,B61,B12,B57,B11,B45,B10,
R4:,B86,B97,B11,B1,B63,B8,B35,B95,B0,B65,B38,B27,B83,B7,B21,B96,B56,B87,B62,B55,B26,B78,B69,B52,B93,B5,B44,B12,B10,B31,B37,B9,B29,B51,B90,B54,B22,B74,B73,B13,B81,B4,B75,B32,B99,B23,B34,B89,B19,B79,B70,B3,B58,B41,B71,B17,B88,B47,B67,B15,B14,B24,B16,B40,B82,B42,B46,B53,B6,B84,B92,B66,B60,B77,B39,B59,B20,B48,B18,B50,B76,B2,B85,B49,B94,B80,B61,B98,B28,B43,B72,B25,B68,B33,B45,B91,B57,B30,B64,B36,
R5:,B19,B80,B63,B36,B7,B37,B67,B97,B49,B32,B17,B4,B5,B81,B46,B8,B22,B10,B40,B64,B68,B14,B33,B53,B42,B62,B12,B93,B26,B23,B59,B41,B39,B3,B35,B9,B52,B56,B57,B54,B72,B47,B15,B90,B43,B71,B6,B74,B20,B38,B34,B87,B94,B79,B76,B65,B91,B98,B96,B84,B18,B16,B95,B58,B89,B50,B73,B1,B27,B45,B78,B55,B13,B86,B99,B92,B21,B31,B24,B69,B82,B61,B70,B44,B29,B28,B2,B30,B75,B60,B25,B51,B48,B0,B66,B88,B83,B85,B77,B11,
R6:,B58,B59,B50,B61,B51,B34,B67,B54,B56,B80,B24,B98,B95,B43,B5,B19,B30,B57,B44,B68,B60,B7,B46,B14,B39,B31,B99,B28,B18,B86,B10,B35,B49,B74,B55,B79,B33,B26,B9,B27,B2,B32,B71,B21,B88,B52,B25,B90,B87,B6,B77,B78,B62,B23,B85,B38,B3,B11,B13,B1,B66,B72,B76,B93,B20,B41,B96,B81,B22,B4,B65,B92,B83,B40,B17,B84,B75,B15,B53,B69,B16,B0,B91,B47,B89,B70,B37,B12,B8,B48,B29,B94,B73,B97,B42,B64,B82,B63,B45,B36,
R7:,B71,B51,B19,B58,B23,B59,B65,B20,B36,B50,B87,B39,B28,B22,B62,B5,B91,B66,B74,B97,B68,B77,B9,B60,B96,B3,B85,B64,B45,B53,B98,B46,B88,B18,B56,B31,B34,B90,B93,B37,B69,B94,B32,B84,B13,B16,B57,B52,B14,B21,B1,B6,B24,B11,B29,B27,B38,B35,B78,B7,B79,B26,B40,B67,B15,B10,B44,B42,B76,B61,B55,B30,B54,B63,B0,B99,B47,B33,B82,B89,B73,B95,B17,B4,B49,B75,B2,B72,B83,B70,B86,B41,B81,B8,B48,B43,B25,B80,B12,B92,
R8:,B27,B97,B22,B60,B28,B45,B63,B72,B3,B49,B96,B16,B54,B94,B62,B25,B56,B95,B6,B5,B61,B20,B88,B73,B98,B9,B81,B79,B29,B2,B26,B8,B36,B1,B31,B77,B40,B35,B42,B43,B46,B14,B76,B15,B93,B13,B12,B33,B18,B38,B10,B64,B85,B82,B57,B66,B53,B87,B7,B75,B99,B30,B65,B24,B47,B52,B83,B44,B78,B84,B74,B91,B39,B21,B59,B70,B41,B4,B58,B17,B68,B86,B0,B71,B69,B89,B67,B80,B19,B55,B51,B50,B90,B48,B37,B11,B32,B34,B92,B23,
R9:,B85,B17,B46,B87,B37,B28,B6,B4,B76,B74,B66,B77,B98,B93,B8,B13,B78,B59,B86,B81,B45,B65,B99,B5,B80,B72,B55,B36,B49,B24,B44,B31,B67,B14,B16,B9,B94,B30,B92,B26,B42,B64,B63,B35,B51,B39,B0,B58,B27,B73,B38,B11,B83,B57,B25,B47,B89,B20,B18,B54,B50,B91,B3,B90,B41,B12,B56,B69,B88,B7,B48,B96,B79,B68,B52,B95,B21,B61,B23,B40,B29,B71,B75,B1,B70,B32,B19,B34,B97,B53,B43,B60,B22,B10,B82,B2,B62,B33,B15,B84,
