R0:,B43,B26,B99,B63,B96,B0,B49,B73,B47,B65,B8,B36,B76,B68,B42,B83,B57,B55,B93,B33,B72,B3,B70,B27,B23,B92,B59,B80,B52,B54,B77,B21,B45,B90,B6,B4,B25,B98,B16,B87,B5,B12,B29,B1,B34,B18,B30,B2,B44,B66,B40,B22,B17,B62,B11,B58,B20,B86,B48,B28,B84,B64,B95,B41,B35,B53,B82,B56,B24,B61,B89,B81,B13,B46,B88,B91,B69,B71,B74,B85,B15,B50,B79,B94,B67,B60,B51,B37,B31,B19,B38,B75,B14,B10,B78,B9,B32,B97,B39,B7,
R1:,B7,B32,B94,B95,B66,B46,B5,B87,B29,B16,B75,B56,B84,B8,B77,B97,B23,B19,B13,B57,B18,B80,B62,B25,B2,B45,B68,B55,B91,B82,B24,B12,B0,B31,B69,B47,B89,B53,B81,B3,B85,B39,B60,B40,B11,B17,B42,B9,B50,B99,B51,B1,B36,B43,B6,B58,B96,B59,B44,B38,B79,B26,B20,B76,B27,B74,B78,B92,B86,B64,B41,B28,B71,B21,B63,B4,B65,B70,B34,B83,B93,B48,B90,B37,B15,B88,B49,B72,B35,B33,B98,B52,B30,B61,B22,B54,B73,B67,B14,B10,
R2:,B85,B30,B45,B48,B40,B31,B9,B67,B10,B3,B39,B7,B95,B70,B43,B96,B66,B57,B8,B16,B98,B93,B89,B84,B46,B20,B19,B1,B22,B37,B65,B28,B25,B77,B44,B72,B51,B34,B63,B91,B83,B29,B33,B62,B60,B17,B82,B38,B54,B53,B6,B76,B86,B88,B61,B75,B23,B42,B35,B27,B0,B80,B18,B68,B55,B41,B36,B21,B74,B58,B69,B92,B47,B2,B97,B11,B49,B5,B81,B4,B12,B14,B15,B78,B52,B87,B79,B73,B13,B26,B71,B64,B24,B32,B56,B50,B90,B59,B94,B99,
R3:,B80,B81,B28,B36,B22,B78,B72,B58,B39,B79,B20,B7,B53,B21,B93,B51,B44,B25,B87,B24,B30,B67,B48,B49,B1,B2,B90,B40,B66,B52,B0,B77,B41,B33,B65,B12,B29,B8,B96,B74,B61,B38,B83,B92,B27,B54,B60,B94,B14,B73,B15,B26,B18,B56,B13,B85,B64,B91,B84,B98,B75,B3,B17,B23,B5,B10,B37,B71,B69,B34,B55,B86,B31,B11,B57,B62,B70,B43,B35,B88,B9,B47,B68,B32,B50,B82,B95,B6,B63,B19,B59,B46,B89,B4,B97,B42,B99,B16,B76,B45,
R4:,B21,B18,B97,B63,B86,B39,B20,B19,B66,B77,B13,B61,B14,B27,B72,B1,B59,B79,B98,B6,B4,B89,B26,B78,B87,B24,B99,B42,B60,B67,B82,B10,B47,B36,B55,B15,B69,B35,B81,B22,B38,B9,B70,B5,B85,B50,B16,B12,B8,B54,B25,B52,B75,B93,B49,B41,B80,B46,B56,B34,B3,B7,B94,B48,B95,B74,B28,B88,B11,B2,B92,B32,B30,B96,B76,B43,B31,B64,B45,B53,B23,B17,B57,B37,B73,B68,B83,B29,B62,B44,B91,B84,B51,B58,B0,B71,B33,B90,B40,B65,
R5:,B55,B5,B78,B60,B57,B27,B0,B58,B41,B45,B52,B68,B25,B19,B30,B96,B70,B74,B79,B66,B86,B43,B90,B46,B18,B64,B84,B9,B50,B2,B56,B28,B88,B61,B6,B23,B47,B31,B49,B42,B73,B77,B93,B53,B33,B94,B75,B80,B54,B62,B48,B89,B81,B8,B17,B98,B40,B1,B20,B7,B85,B39,B69,B22,B99,B65,B37,B4,B44,B95,B83,B71,B15,B82,B26,B3,B34,B59,B14,B16,B91,B35,B87,B63,B36,B12,B10,B97,B24,B29,B13,B38,B76,B32,B11,B67,B92,B21,B72,B51,
R6:,B96,B68,B9,B40,B51,B97,B50,B17,B47,B58,B71,B21,B31,B99,B57,B78,B7,B84,B72,B62,B85,B15,B65,B59,B39,B11,B69,B3,B26,B60,B42,B12,B64,B63,B87,B49,B19,B86,B6,B14,B0,B43,B73,B82,B25,B2,B98,B38,B27,B18,B81,B61,B89,B41,B54,B34,B76,B66,B36,B48,B24,B20,B83,B5,B79,B1,B90,B67,B56,B35,B88,B33,B80,B37,B4,B45,B75,B23,B22,B77,B95,B91,B32,B55,B70,B8,B30,B16,B44,B53,B13,B92,B28,B52,B94,B74,B46,B93,B10,B29,
R7:,B7,B58,B38,B1,B94,B53,B64,B31,B97,B37,B71,B76,B70,B20,B73,B75,B67,B15,B19,B69,B95,B18,B68,B4,B41,B82,B11,B35,B93,B99,B65,B21,B63,B78,B74,B47,B44,B57,B61,B86,B3,B98,B56,B59,B5,B13,B27,B88,B43,B28,B85,B66,B32,B81,B96,B34,B54,B51,B2,B80,B40,B45,B42,B0,B30,B83,B22,B92,B16,B87,B50,B62,B33,B52,B49,B17,B79,B36,B89,B60,B72,B29,B46,B77,B12,B39,B9,B8,B90,B84,B55,B14,B23,B25,B6,B48,B10,B91,B24,B26,
R8:,B31,B82,B63,B90,B25,B55,B52,B11,B36,B64,B91,B59,B41,B24,B88,B3,B96,B40,B17,B19,B39,B53,B42,B18,B56,B68,B16,B47,B8,B97,B99,B84,B65,B80,B61,B79,B28,B29,B70,B77,B1,B86,B87,B95,B71,B94,B98,B83,B7,B4,B58,B35,B60,B5,B72,B38,B26,B45,B15,B9,B22,B50,B69,B27,B12,B85,B74,B34,B33,B46,B66,B75,B89,B78,B76,B2,B57,B62,B14,B13,B49,B20,B54,B93,B73,B21,B48,B44,B67,B23,B30,B6,B43,B81,B37,B32,B51,B92,B10,B0,
R9:,B73,B97,B4,B51,B11,B29,B16,B44,B40,B66,B69,B71,B20,B28,B47,B30,B84,B61,B93,B23,B24,B90,B88,B94,B37,B48,B0,B9,B17,B77,B50,B59,B46,B36,B62,B72,B60,B53,B42,B22,B79,B57,B74,B5,B19,B13,B41,B18,B82,B83,B81,B87,B80,B39,B65,B64,B6,B34,B70,B89,B86,B52,B2,B27,B75,B63,B33,B26,B10,B91,B38,B95,B58,B8,B14,B31,B96,B56,B78,B21,B49,B7,B43,B55,B85,B67,B92,B15,B32,B68,B35,B54,B98,B1,B12,B3,B76,B99,B45,B25,
